449, 5077, 1, 79, 1380

461, 5231, 1, 81, 1422

463, 5297, 1, 82, 1430

487, 5507, 1, 87, 1510

509, 5783, 1, 92, 1588

521, 5903, 1, 94, 1630

557, 6329, 1, 102, 1756

569, 6427, 1, 105, 1798

571, 6449, 1, 105, 1804

593, 6701, 1, 110, 1882

607, 6857, 1, 113, 1932

617, 6971, 1, 116, 1968

631, 7187, 1, 119, 2018

641, 7243, 1, 121, 2052

653, 7393, 1, 123, 2096

677, 7649, 1, 129, 2182

691, 7841, 1, 132, 2232

701, 7933, 1, 134, 2268

739, 8369, 1, 143, 2406

751, 8501, 1, 145, 2448

773, 8761, 1, 150, 2528

797, 9029, 1, 156, 2616

809, 9157, 1, 158, 2660

811, 9203, 1, 159, 2668

821, 9281, 1, 161, 2702

823, 9371, 1, 161, 2712

857, 9689, 1, 169, 2834

859, 9787, 1, 169, 2844

881, 10007, 1, 175, 2924

907, 10259, 1, 181, 3020

929, 10501, 1, 186, 3100

941, 10639, 1, 188, 3144

